round,accuracy,macro_f1,eval_loss,round_time,client_train_time,communication_cost_MB,trainable_params,total_params,model_name,dataset_name,setting,num_clients,local_epochs,partition_type,best_metric_so_far,patience_counter,is_new_best,client_id,num_samples,train_loss
1,0.6880733944954128,0.6516405722174896,0.9330512821127516,402.7608423233032,32.93067002296448,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9151376146788991,0,True,0,5627,0.19377937269356862
1,0.4908256880733945,0.3292307692307692,3.084272767425677,402.7608423233032,76.08092522621155,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9151376146788991,0,True,1,12326,0.05445729339933233
1,0.8337155963302753,0.8296321947183825,0.4659825497810994,402.7608423233032,32.22506499290466,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9151376146788991,0,True,2,5584,0.28827263905872247
1,0.9208715596330275,0.9208164715636535,0.23660110689084465,402.7608423233032,227.395663022995,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9151376146788991,0,True,3,39709,0.251936619321216
1,0.5091743119266054,0.3373860182370821,1.361221755316498,402.7608423233032,23.645971536636353,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9151376146788991,0,True,4,4103,0.17377393082378498
2,0.8314220183486238,0.826628200914576,0.5863251347060597,398.1219685077667,35.118409633636475,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9220183486238532,0,True,0,5627,0.11440434192426625
2,0.6995412844036697,0.6744692371263288,1.7775431816731024,398.1219685077667,70.70871543884277,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9220183486238532,0,True,1,12326,0.021482327010324785
2,0.8807339449541285,0.8795624897076713,0.389396039717788,398.1219685077667,31.877357006072998,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9220183486238532,0,True,2,5584,0.1882045865058899
2,0.9208715596330275,0.9208164715636535,0.28720383933924754,398.1219685077667,227.83757543563843,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9220183486238532,0,True,3,39709,0.1754456560633732
2,0.7901376146788991,0.7797928140390775,0.9152266355829501,398.1219685077667,23.71891975402832,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9220183486238532,0,True,4,4103,0.08473706599874814
3,0.8440366972477065,0.8402646451911835,0.5730619731299375,398.07780623435974,34.641018867492676,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,0,True,0,5627,0.10207615052046155
3,0.7637614678899083,0.7527528188865398,1.3910184234654137,398.07780623435974,70.72729969024658,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,0,True,1,12326,0.016961977492675154
3,0.8990825688073395,0.898501113715365,0.3821853508643054,398.07780623435974,32.26940727233887,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,0,True,2,5584,0.15907192008201576
3,0.9208715596330275,0.9208414737631481,0.3102224759005625,398.07780623435974,227.73438048362732,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,0,True,3,39709,0.1438223365125767
3,0.8291284403669725,0.8237009396519557,0.7464673890980011,398.07780623435974,23.649699211120605,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,0,True,4,4103,0.08148319553284523
4,0.8371559633027523,0.8328473617140759,0.6469587464945032,396.26267409324646,34.53913974761963,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,1,False,0,5627,0.08988418929763463
4,0.768348623853211,0.7580386382118288,1.8510847879112313,396.26267409324646,70.65328073501587,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,1,False,1,12326,0.013466998922656577
4,0.9071100917431193,0.9067912581834113,0.3301094830582995,396.26267409324646,32.14792847633362,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,1,False,2,5584,0.1423997255655961
4,0.9174311926605505,0.9173333473779566,0.3342955649719326,396.26267409324646,227.10015058517456,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,1,False,3,39709,0.12190398548432864
4,0.8405963302752294,0.8358022333215476,0.6709628559033806,396.26267409324646,23.564170122146606,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,1,False,4,4103,0.07196718348279167
5,0.8635321100917431,0.8609423724543468,0.5104267668286595,395.29583764076233,33.16707754135132,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,2,False,0,5627,0.09056021861257986
5,0.7110091743119266,0.6889945652173912,2.174037832732594,395.29583764076233,70.91505074501038,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,2,False,1,12326,0.012939969914581953
5,0.9002293577981652,0.8996007268174737,0.41058171178222796,395.29583764076233,31.68841314315796,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,2,False,2,5584,0.13665044681305188
5,0.9185779816513762,0.9184878275489341,0.37916419784957117,395.29583764076233,227.33842730522156,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,2,False,3,39709,0.1010243192106141
5,0.7970183486238532,0.7872335146088791,1.0037419916292942,395.29583764076233,23.097513914108276,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9243119266055045,2,False,4,4103,0.07015390172982437
6,0.8646788990825688,0.8621547035340139,0.5601767924947476,397.54166769981384,33.8274347782135,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,0,True,0,5627,0.09135907889496564
6,0.7557339449541285,0.7431516936671576,2.160807786731545,397.54166769981384,70.91308617591858,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,0,True,1,12326,0.010733396641797647
6,0.911697247706422,0.911344553903763,0.38935420108497687,397.54166769981384,32.03060722351074,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,0,True,2,5584,0.13694393890976564
6,0.9254587155963303,0.925397395753127,0.35440439532656187,397.54166769981384,228.90920209884644,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,0,True,3,39709,0.08905870572478161
6,0.7981651376146789,0.7887596899224807,0.9581650408036119,397.54166769981384,23.78966999053955,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,0,True,4,4103,0.0671279849060135
7,0.8555045871559633,0.8525223890213259,0.6235009809152796,398.4241487979889,33.83904266357422,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,1,False,0,5627,0.0867602441076574
7,0.7396788990825688,0.7244497528394578,2.3765973410475145,398.4241487979889,72.20706963539124,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,1,False,1,12326,0.010558241531289423
7,0.911697247706422,0.9114614582275677,0.32503163568470456,398.4241487979889,31.82325768470764,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,1,False,2,5584,0.12706199715335595
7,0.9208715596330275,0.9207956243294653,0.34436344334838587,398.4241487979889,227.93556022644043,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,1,False,3,39709,0.07301619769991977
7,0.8130733944954128,0.8057781731374936,0.8952414562942785,398.4241487979889,23.871236324310303,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,1,False,4,4103,0.06922716243715074
8,0.8623853211009175,0.8596378269617706,0.5702329584217947,396.3732314109802,33.816091775894165,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,2,False,0,5627,0.08165400277843733
8,0.7327981651376146,0.715843723558247,2.4251689517169916,396.3732314109802,70.97752118110657,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,2,False,1,12326,0.010720930595821942
8,0.8922018348623854,0.8912400817344691,0.4230997496788655,396.3732314109802,32.478636741638184,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,2,False,2,5584,0.13744547047297387
8,0.9208715596330275,0.9208164715636535,0.3965380623799945,396.3732314109802,227.39065408706665,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,2,False,3,39709,0.06307084092251423
8,0.7935779816513762,0.7830605926581159,0.9576935472838376,396.3732314109802,23.744457960128784,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,2,False,4,4103,0.060771238388161807
9,0.856651376146789,0.853443998800661,0.5451257447583959,397.1832139492035,33.415831089019775,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,3,False,0,5627,0.08698763526077061
9,0.7396788990825688,0.7247624013626726,2.471005785355874,397.1832139492035,70.86004734039307,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,3,False,1,12326,0.012469625088102138
9,0.908256880733945,0.9077600067699078,0.38669910234048827,397.1832139492035,31.812134265899658,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,3,False,2,5584,0.1257062091953775
9,0.9231651376146789,0.9231205498307109,0.3721373660848775,397.1832139492035,229.3627142906189,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,3,False,3,39709,0.05218232703817143
9,0.8646788990825688,0.8617932916771882,0.613137833569028,397.1832139492035,23.378650188446045,4176.474685668945,109483778,109483778,bert-base-uncased,sst2,FedAvg + BERT-base (full fine-tuning),5,1,dirichlet_noniid_alpha_0.5,0.9277522935779816,3,False,4,4103,0.07561174747626026
