round,accuracy,macro_f1,eval_loss,round_time,client_train_time,communication_cost_MB,trainable_params,total_params,model_name,dataset_name,setting,num_clients,local_epochs,partition_type,best_metric_so_far,patience_counter,is_new_best,client_id,num_samples,train_loss
1,0.5091743119266054,0.3373860182370821,1.489310870476819,256.2495596408844,30.406503677368164,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8302752293577982,0,True,0,5627,0.2892284985967358
1,0.4908256880733945,0.3292307692307692,2.8943232768172518,256.2495596408844,67.07086634635925,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8302752293577982,0,True,1,12326,0.08825147544604588
1,0.5091743119266054,0.3373860182370821,0.9409337185938423,256.2495596408844,34.40975332260132,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8302752293577982,0,True,2,5584,0.4807179623142013
1,0.8440366972477065,0.8439184636118598,0.34226093434412547,256.2495596408844,101.30134081840515,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8302752293577982,0,True,3,39709,0.37313679595421567
1,0.5091743119266054,0.3373860182370821,1.6251226488603365,256.2495596408844,8.769236087799072,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8302752293577982,0,True,4,4103,0.26397366098680064
2,0.5825688073394495,0.48597894736842107,0.8164189693030961,148.92853903770447,12.131399154663086,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8497706422018348,0,True,0,5627,0.1666964511786756
2,0.4908256880733945,0.3292307692307692,1.9658806739597146,148.92853903770447,25.818849563598633,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8497706422018348,0,True,1,12326,0.040796805932965544
2,0.768348623853211,0.7573065413040723,0.5122182675457876,148.92853903770447,11.791017293930054,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8497706422018348,0,True,2,5584,0.2721327333190721
2,0.8463302752293578,0.8461481742867526,0.32584361909726345,148.92853903770447,82.40014719963074,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8497706422018348,0,True,3,39709,0.3234771915783395
2,0.5172018348623854,0.3552821755661512,1.059935915360757,148.92853903770447,8.131967782974243,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8497706422018348,0,True,4,4103,0.15079991649831762
3,0.6869266055045872,0.6500694551628338,0.7716618546652138,152.61083221435547,11.662448406219482,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8612385321100917,0,True,0,5627,0.13898645842824245
3,0.5309633027522935,0.41140881447680033,1.9366054950504128,152.61083221435547,26.18780207633972,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8612385321100917,0,True,1,12326,0.030105343687905833
3,0.805045871559633,0.7991012137409133,0.4738224444039371,152.61083221435547,11.577604055404663,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8612385321100917,0,True,2,5584,0.24591382441343074
3,0.8543577981651376,0.8542180331861173,0.3125081784134611,152.61083221435547,85.24337983131409,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8612385321100917,0,True,3,39709,0.306561313792262
3,0.6055045871559633,0.5255322514314638,1.0506440204217893,152.61083221435547,8.467597484588623,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8612385321100917,0,True,4,4103,0.11593540505662264
4,0.6880733944954128,0.6510604241696678,0.803094237222584,150.73541402816772,12.069205045700073,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8669724770642202,0,True,0,5627,0.14085849127592362
4,0.5493119266055045,0.44570444234175216,1.9457049402621909,150.73541402816772,26.74570655822754,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8669724770642202,0,True,1,12326,0.02687454263285424
4,0.8004587155963303,0.7931418100909626,0.48410794056883644,150.73541402816772,12.050275325775146,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8669724770642202,0,True,2,5584,0.23851801642886547
4,0.8658256880733946,0.8657153123556285,0.30272466600488085,150.73541402816772,83.23545503616333,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8669724770642202,0,True,3,39709,0.29605316226945133
4,0.6158256880733946,0.5425496763928886,1.096628009726148,150.73541402816772,7.6455934047698975,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8669724770642202,0,True,4,4103,0.11853753094945685
5,0.7213302752293578,0.6961554841457277,0.7277098347287659,146.42860889434814,11.360242366790771,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8715596330275229,0,True,0,5627,0.14128600462002674
5,0.573394495412844,0.4880690856753276,1.8007824672471493,146.42860889434814,25.415772438049316,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8715596330275229,0,True,1,12326,0.025083970282732734
5,0.8222477064220184,0.8174754187356432,0.44269965712083587,146.42860889434814,11.426431655883789,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8715596330275229,0,True,2,5584,0.23392601652780715
5,0.8658256880733946,0.8656771242707786,0.29784296357303586,146.42860889434814,80.5539562702179,31.025466918945312,813314,67768324,distilbert-base-uncased,sst2,fedavg_distilbert_lora,5,1,dirichlet_noniid_alpha_0.5,0.8715596330275229,0,True,3,39709,0.2884156676575704
